timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2025/12/19 00:14:57.662, NVIDIA GeForce RTX 3080, 1 %, 0 %, 1975 MiB, 10240 MiB, 37, 86.47 W
2025/12/19 00:14:58.665, NVIDIA GeForce RTX 3080, 3 %, 0 %, 1975 MiB, 10240 MiB, 37, 86.83 W
