timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2025/12/19 00:14:49.701, NVIDIA GeForce RTX 3080, 0 %, 3 %, 1087 MiB, 10240 MiB, 36, 46.76 W
2025/12/19 00:14:50.704, NVIDIA GeForce RTX 3080, 20 %, 0 %, 1751 MiB, 10240 MiB, 36, 88.32 W
