timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2025/12/18 22:05:23.739, NVIDIA GeForce RTX 3080, 49 %, 15 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:24.739, NVIDIA GeForce RTX 3080, 57 %, 35 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:25.739, NVIDIA GeForce RTX 3080, 65 %, 44 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:26.740, NVIDIA GeForce RTX 3080, 60 %, 29 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:27.741, NVIDIA GeForce RTX 3080, 63 %, 47 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:28.742, NVIDIA GeForce RTX 3080, 56 %, 25 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:29.743, NVIDIA GeForce RTX 3080, 75 %, 59 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:30.744, NVIDIA GeForce RTX 3080, 62 %, 31 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:31.744, NVIDIA GeForce RTX 3080, 65 %, 46 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:32.744, NVIDIA GeForce RTX 3080, 60 %, 29 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:33.746, NVIDIA GeForce RTX 3080, 59 %, 41 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:34.746, NVIDIA GeForce RTX 3080, 51 %, 24 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:35.748, NVIDIA GeForce RTX 3080, 36 %, 15 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:36.748, NVIDIA GeForce RTX 3080, 54 %, 35 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:37.748, NVIDIA GeForce RTX 3080, 49 %, 21 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:38.751, NVIDIA GeForce RTX 3080, 41 %, 14 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:39.752, NVIDIA GeForce RTX 3080, 46 %, 23 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:40.753, NVIDIA GeForce RTX 3080, 47 %, 21 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:41.753, NVIDIA GeForce RTX 3080, 34 %, 12 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:42.754, NVIDIA GeForce RTX 3080, 68 %, 51 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:43.754, NVIDIA GeForce RTX 3080, 49 %, 24 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:44.755, NVIDIA GeForce RTX 3080, 35 %, 11 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:45.756, NVIDIA GeForce RTX 3080, 71 %, 54 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:46.757, NVIDIA GeForce RTX 3080, 58 %, 36 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:47.757, NVIDIA GeForce RTX 3080, 40 %, 16 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:48.758, NVIDIA GeForce RTX 3080, 72 %, 55 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:49.759, NVIDIA GeForce RTX 3080, 51 %, 29 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:50.760, NVIDIA GeForce RTX 3080, 35 %, 11 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:51.760, NVIDIA GeForce RTX 3080, 57 %, 36 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:52.760, NVIDIA GeForce RTX 3080, 36 %, 14 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:53.760, NVIDIA GeForce RTX 3080, 36 %, 11 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:54.761, NVIDIA GeForce RTX 3080, 57 %, 31 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:55.763, NVIDIA GeForce RTX 3080, 52 %, 18 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:56.764, NVIDIA GeForce RTX 3080, 61 %, 43 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:57.765, NVIDIA GeForce RTX 3080, 62 %, 33 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:58.766, NVIDIA GeForce RTX 3080, 43 %, 23 %, 9804 MiB, 10240 MiB
2025/12/18 22:05:59.766, NVIDIA GeForce RTX 3080, 53 %, 23 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:00.766, NVIDIA GeForce RTX 3080, 69 %, 52 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:01.767, NVIDIA GeForce RTX 3080, 59 %, 29 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:02.769, NVIDIA GeForce RTX 3080, 43 %, 21 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:03.769, NVIDIA GeForce RTX 3080, 52 %, 18 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:04.770, NVIDIA GeForce RTX 3080, 59 %, 33 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:05.771, NVIDIA GeForce RTX 3080, 54 %, 19 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:06.772, NVIDIA GeForce RTX 3080, 35 %, 15 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:07.773, NVIDIA GeForce RTX 3080, 51 %, 18 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:08.773, NVIDIA GeForce RTX 3080, 65 %, 38 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:09.773, NVIDIA GeForce RTX 3080, 62 %, 37 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:10.775, NVIDIA GeForce RTX 3080, 64 %, 33 %, 9804 MiB, 10240 MiB
2025/12/18 22:06:11.775, NVIDIA GeForce RTX 3080, 53 %, 24 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:12.775, NVIDIA GeForce RTX 3080, 48 %, 17 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:13.775, NVIDIA GeForce RTX 3080, 57 %, 26 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:14.775, NVIDIA GeForce RTX 3080, 69 %, 52 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:15.777, NVIDIA GeForce RTX 3080, 64 %, 35 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:16.778, NVIDIA GeForce RTX 3080, 58 %, 36 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:17.778, NVIDIA GeForce RTX 3080, 49 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:18.781, NVIDIA GeForce RTX 3080, 45 %, 22 %, 9768 MiB, 10240 MiB
2025/12/18 22:06:19.781, NVIDIA GeForce RTX 3080, 52 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:20.782, NVIDIA GeForce RTX 3080, 42 %, 24 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:21.782, NVIDIA GeForce RTX 3080, 32 %, 10 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:22.783, NVIDIA GeForce RTX 3080, 60 %, 35 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:23.784, NVIDIA GeForce RTX 3080, 27 %, 7 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:24.786, NVIDIA GeForce RTX 3080, 61 %, 34 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:25.787, NVIDIA GeForce RTX 3080, 71 %, 53 %, 9768 MiB, 10240 MiB
2025/12/18 22:06:26.787, NVIDIA GeForce RTX 3080, 62 %, 32 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:27.787, NVIDIA GeForce RTX 3080, 53 %, 28 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:28.789, NVIDIA GeForce RTX 3080, 52 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:29.789, NVIDIA GeForce RTX 3080, 37 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:30.789, NVIDIA GeForce RTX 3080, 50 %, 17 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:31.789, NVIDIA GeForce RTX 3080, 38 %, 16 %, 9768 MiB, 10240 MiB
2025/12/18 22:06:32.789, NVIDIA GeForce RTX 3080, 51 %, 17 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:33.789, NVIDIA GeForce RTX 3080, 56 %, 26 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:34.790, NVIDIA GeForce RTX 3080, 50 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:35.790, NVIDIA GeForce RTX 3080, 60 %, 36 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:36.790, NVIDIA GeForce RTX 3080, 54 %, 25 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:37.790, NVIDIA GeForce RTX 3080, 58 %, 29 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:38.790, NVIDIA GeForce RTX 3080, 63 %, 46 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:39.791, NVIDIA GeForce RTX 3080, 60 %, 29 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:40.792, NVIDIA GeForce RTX 3080, 41 %, 21 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:41.792, NVIDIA GeForce RTX 3080, 53 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:42.793, NVIDIA GeForce RTX 3080, 68 %, 42 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:43.794, NVIDIA GeForce RTX 3080, 55 %, 25 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:44.794, NVIDIA GeForce RTX 3080, 59 %, 29 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:45.795, NVIDIA GeForce RTX 3080, 60 %, 34 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:46.795, NVIDIA GeForce RTX 3080, 53 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:47.796, NVIDIA GeForce RTX 3080, 62 %, 36 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:48.797, NVIDIA GeForce RTX 3080, 70 %, 51 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:49.797, NVIDIA GeForce RTX 3080, 57 %, 25 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:50.797, NVIDIA GeForce RTX 3080, 59 %, 34 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:51.797, NVIDIA GeForce RTX 3080, 55 %, 25 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:52.799, NVIDIA GeForce RTX 3080, 50 %, 19 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:53.800, NVIDIA GeForce RTX 3080, 71 %, 55 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:54.800, NVIDIA GeForce RTX 3080, 52 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:55.800, NVIDIA GeForce RTX 3080, 62 %, 36 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:56.800, NVIDIA GeForce RTX 3080, 63 %, 40 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:57.801, NVIDIA GeForce RTX 3080, 62 %, 33 %, 9768 MiB, 10240 MiB
2025/12/18 22:06:58.801, NVIDIA GeForce RTX 3080, 52 %, 23 %, 9800 MiB, 10240 MiB
2025/12/18 22:06:59.802, NVIDIA GeForce RTX 3080, 51 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:00.803, NVIDIA GeForce RTX 3080, 63 %, 36 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:01.804, NVIDIA GeForce RTX 3080, 48 %, 15 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:02.805, NVIDIA GeForce RTX 3080, 57 %, 28 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:03.805, NVIDIA GeForce RTX 3080, 70 %, 53 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:04.807, NVIDIA GeForce RTX 3080, 59 %, 30 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:05.808, NVIDIA GeForce RTX 3080, 47 %, 15 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:06.808, NVIDIA GeForce RTX 3080, 35 %, 15 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:07.808, NVIDIA GeForce RTX 3080, 55 %, 29 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:08.809, NVIDIA GeForce RTX 3080, 37 %, 17 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:09.810, NVIDIA GeForce RTX 3080, 41 %, 22 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:10.810, NVIDIA GeForce RTX 3080, 63 %, 33 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:11.811, NVIDIA GeForce RTX 3080, 27 %, 7 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:12.811, NVIDIA GeForce RTX 3080, 50 %, 31 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:13.812, NVIDIA GeForce RTX 3080, 50 %, 26 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:14.812, NVIDIA GeForce RTX 3080, 48 %, 23 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:15.812, NVIDIA GeForce RTX 3080, 44 %, 23 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:16.813, NVIDIA GeForce RTX 3080, 47 %, 26 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:17.813, NVIDIA GeForce RTX 3080, 35 %, 11 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:18.813, NVIDIA GeForce RTX 3080, 51 %, 28 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:19.813, NVIDIA GeForce RTX 3080, 53 %, 27 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:20.814, NVIDIA GeForce RTX 3080, 39 %, 16 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:21.814, NVIDIA GeForce RTX 3080, 65 %, 46 %, 9768 MiB, 10240 MiB
2025/12/18 22:07:22.814, NVIDIA GeForce RTX 3080, 55 %, 33 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:23.815, NVIDIA GeForce RTX 3080, 34 %, 11 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:24.815, NVIDIA GeForce RTX 3080, 61 %, 44 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:25.816, NVIDIA GeForce RTX 3080, 54 %, 34 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:26.818, NVIDIA GeForce RTX 3080, 38 %, 12 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:27.818, NVIDIA GeForce RTX 3080, 73 %, 58 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:28.818, NVIDIA GeForce RTX 3080, 38 %, 19 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:29.820, NVIDIA GeForce RTX 3080, 36 %, 13 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:30.821, NVIDIA GeForce RTX 3080, 63 %, 36 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:31.822, NVIDIA GeForce RTX 3080, 59 %, 33 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:32.822, NVIDIA GeForce RTX 3080, 67 %, 41 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:33.822, NVIDIA GeForce RTX 3080, 33 %, 12 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:34.822, NVIDIA GeForce RTX 3080, 63 %, 36 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:35.824, NVIDIA GeForce RTX 3080, 53 %, 21 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:36.825, NVIDIA GeForce RTX 3080, 63 %, 37 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:37.827, NVIDIA GeForce RTX 3080, 59 %, 33 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:38.827, NVIDIA GeForce RTX 3080, 44 %, 24 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:39.827, NVIDIA GeForce RTX 3080, 70 %, 54 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:40.827, NVIDIA GeForce RTX 3080, 59 %, 29 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:41.828, NVIDIA GeForce RTX 3080, 77 %, 62 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:42.830, NVIDIA GeForce RTX 3080, 58 %, 26 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:43.830, NVIDIA GeForce RTX 3080, 56 %, 26 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:44.830, NVIDIA GeForce RTX 3080, 42 %, 14 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:45.831, NVIDIA GeForce RTX 3080, 62 %, 33 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:46.831, NVIDIA GeForce RTX 3080, 58 %, 37 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:47.832, NVIDIA GeForce RTX 3080, 63 %, 33 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:48.834, NVIDIA GeForce RTX 3080, 35 %, 15 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:49.836, NVIDIA GeForce RTX 3080, 51 %, 16 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:50.836, NVIDIA GeForce RTX 3080, 62 %, 36 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:51.837, NVIDIA GeForce RTX 3080, 55 %, 25 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:52.837, NVIDIA GeForce RTX 3080, 60 %, 29 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:53.837, NVIDIA GeForce RTX 3080, 66 %, 48 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:54.837, NVIDIA GeForce RTX 3080, 45 %, 15 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:55.837, NVIDIA GeForce RTX 3080, 57 %, 28 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:56.839, NVIDIA GeForce RTX 3080, 53 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:57.840, NVIDIA GeForce RTX 3080, 66 %, 39 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:58.840, NVIDIA GeForce RTX 3080, 35 %, 13 %, 9800 MiB, 10240 MiB
2025/12/18 22:07:59.842, NVIDIA GeForce RTX 3080, 67 %, 42 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:00.843, NVIDIA GeForce RTX 3080, 70 %, 53 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:01.843, NVIDIA GeForce RTX 3080, 52 %, 19 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:02.844, NVIDIA GeForce RTX 3080, 45 %, 24 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:03.845, NVIDIA GeForce RTX 3080, 48 %, 17 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:04.847, NVIDIA GeForce RTX 3080, 63 %, 37 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:05.848, NVIDIA GeForce RTX 3080, 60 %, 36 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:06.848, NVIDIA GeForce RTX 3080, 53 %, 22 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:07.850, NVIDIA GeForce RTX 3080, 63 %, 49 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:08.851, NVIDIA GeForce RTX 3080, 37 %, 12 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:09.851, NVIDIA GeForce RTX 3080, 59 %, 37 %, 9768 MiB, 10240 MiB
2025/12/18 22:08:10.851, NVIDIA GeForce RTX 3080, 31 %, 10 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:11.851, NVIDIA GeForce RTX 3080, 58 %, 32 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:12.851, NVIDIA GeForce RTX 3080, 51 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:13.852, NVIDIA GeForce RTX 3080, 62 %, 34 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:14.852, NVIDIA GeForce RTX 3080, 73 %, 58 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:15.852, NVIDIA GeForce RTX 3080, 63 %, 33 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:16.853, NVIDIA GeForce RTX 3080, 51 %, 30 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:17.853, NVIDIA GeForce RTX 3080, 60 %, 29 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:18.854, NVIDIA GeForce RTX 3080, 67 %, 48 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:19.855, NVIDIA GeForce RTX 3080, 52 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:20.855, NVIDIA GeForce RTX 3080, 56 %, 34 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:21.855, NVIDIA GeForce RTX 3080, 50 %, 15 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:22.856, NVIDIA GeForce RTX 3080, 55 %, 24 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:23.857, NVIDIA GeForce RTX 3080, 69 %, 52 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:24.858, NVIDIA GeForce RTX 3080, 52 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:25.859, NVIDIA GeForce RTX 3080, 53 %, 22 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:26.859, NVIDIA GeForce RTX 3080, 60 %, 39 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:27.860, NVIDIA GeForce RTX 3080, 52 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:28.860, NVIDIA GeForce RTX 3080, 64 %, 37 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:29.860, NVIDIA GeForce RTX 3080, 71 %, 55 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:30.861, NVIDIA GeForce RTX 3080, 52 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:31.862, NVIDIA GeForce RTX 3080, 62 %, 36 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:32.862, NVIDIA GeForce RTX 3080, 51 %, 16 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:33.862, NVIDIA GeForce RTX 3080, 53 %, 22 %, 9768 MiB, 10240 MiB
2025/12/18 22:08:34.862, NVIDIA GeForce RTX 3080, 70 %, 52 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:35.864, NVIDIA GeForce RTX 3080, 52 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:36.864, NVIDIA GeForce RTX 3080, 65 %, 41 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:37.864, NVIDIA GeForce RTX 3080, 51 %, 20 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:38.867, NVIDIA GeForce RTX 3080, 37 %, 13 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:39.867, NVIDIA GeForce RTX 3080, 26 %, 7 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:40.867, NVIDIA GeForce RTX 3080, 40 %, 22 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:41.869, NVIDIA GeForce RTX 3080, 53 %, 18 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:42.869, NVIDIA GeForce RTX 3080, 67 %, 42 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:43.871, NVIDIA GeForce RTX 3080, 37 %, 11 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:44.871, NVIDIA GeForce RTX 3080, 69 %, 54 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:45.873, NVIDIA GeForce RTX 3080, 64 %, 35 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:46.873, NVIDIA GeForce RTX 3080, 32 %, 10 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:47.874, NVIDIA GeForce RTX 3080, 50 %, 25 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:48.875, NVIDIA GeForce RTX 3080, 55 %, 28 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:49.875, NVIDIA GeForce RTX 3080, 41 %, 14 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:50.876, NVIDIA GeForce RTX 3080, 40 %, 19 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:51.877, NVIDIA GeForce RTX 3080, 48 %, 27 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:52.879, NVIDIA GeForce RTX 3080, 39 %, 16 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:53.880, NVIDIA GeForce RTX 3080, 67 %, 48 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:54.880, NVIDIA GeForce RTX 3080, 51 %, 25 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:55.882, NVIDIA GeForce RTX 3080, 35 %, 11 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:56.883, NVIDIA GeForce RTX 3080, 50 %, 24 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:57.883, NVIDIA GeForce RTX 3080, 32 %, 12 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:58.885, NVIDIA GeForce RTX 3080, 39 %, 14 %, 9800 MiB, 10240 MiB
2025/12/18 22:08:59.885, NVIDIA GeForce RTX 3080, 60 %, 34 %, 9801 MiB, 10240 MiB
2025/12/18 22:09:00.885, NVIDIA GeForce RTX 3080, 68 %, 32 %, 9801 MiB, 10240 MiB
2025/12/18 22:09:01.885, NVIDIA GeForce RTX 3080, 56 %, 25 %, 9801 MiB, 10240 MiB
2025/12/18 22:09:02.885, NVIDIA GeForce RTX 3080, 38 %, 13 %, 9801 MiB, 10240 MiB
2025/12/18 22:09:03.886, NVIDIA GeForce RTX 3080, 65 %, 31 %, 9801 MiB, 10240 MiB
2025/12/18 22:09:04.886, NVIDIA GeForce RTX 3080, 71 %, 45 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:05.886, NVIDIA GeForce RTX 3080, 50 %, 16 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:06.886, NVIDIA GeForce RTX 3080, 67 %, 36 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:07.886, NVIDIA GeForce RTX 3080, 68 %, 39 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:08.886, NVIDIA GeForce RTX 3080, 73 %, 57 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:09.886, NVIDIA GeForce RTX 3080, 58 %, 20 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:10.886, NVIDIA GeForce RTX 3080, 67 %, 36 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:11.888, NVIDIA GeForce RTX 3080, 45 %, 18 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:12.889, NVIDIA GeForce RTX 3080, 57 %, 26 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:13.889, NVIDIA GeForce RTX 3080, 64 %, 30 %, 9829 MiB, 10240 MiB
2025/12/18 22:09:14.890, NVIDIA GeForce RTX 3080, 50 %, 20 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:15.890, NVIDIA GeForce RTX 3080, 57 %, 19 %, 9829 MiB, 10240 MiB
2025/12/18 22:09:16.890, NVIDIA GeForce RTX 3080, 50 %, 21 %, 9829 MiB, 10240 MiB
2025/12/18 22:09:17.891, NVIDIA GeForce RTX 3080, 61 %, 27 %, 9829 MiB, 10240 MiB
2025/12/18 22:09:18.891, NVIDIA GeForce RTX 3080, 59 %, 28 %, 9829 MiB, 10240 MiB
2025/12/18 22:09:19.891, NVIDIA GeForce RTX 3080, 54 %, 19 %, 9829 MiB, 10240 MiB
2025/12/18 22:09:20.892, NVIDIA GeForce RTX 3080, 55 %, 23 %, 9830 MiB, 10240 MiB
2025/12/18 22:09:21.893, NVIDIA GeForce RTX 3080, 57 %, 29 %, 9829 MiB, 10240 MiB
2025/12/18 22:09:22.893, NVIDIA GeForce RTX 3080, 62 %, 33 %, 9829 MiB, 10240 MiB
