  72735 eunji     20   0   10.1g 687332 235456 S   0.0   2.1   0:02.72 python
  72797 eunji     20   0   10.1g 687408 235536 S   0.0   2.1   0:02.80 python
%Cpu:  3.9 us,  8.7 sy,  0.0 ni, 87.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72898 eunji     20   0   10.1g 687448 235568 S 198.0   2.1   0:02.79 python
  72350 eunji     20   0   18.6g   6.9g 811976 S  45.5  22.2   0:17.67 python
  72972 eunji     20   0       8      8      0 R   5.9   0.0   0:00.06 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.1g 687332 235456 S   0.0   2.1   0:02.72 python
  72797 eunji     20   0   10.1g 687408 235536 S   0.0   2.1   0:02.80 python
%Cpu:  5.0 us,  7.2 sy,  0.0 ni, 87.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72972 eunji     20   0 9374972 381260 211632 R 239.6   1.2   0:02.48 python
  72350 eunji     20   0   18.6g   6.9g 811976 S   0.0  22.2   0:17.67 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.1g 687332 235456 S   0.0   2.1   0:02.72 python
  72797 eunji     20   0   10.1g 687408 235536 S   0.0   2.1   0:02.80 python
  72898 eunji     20   0   10.1g 687448 235568 S   0.0   2.1   0:02.79 python
%Cpu:  3.6 us,  1.8 sy,  0.0 ni, 93.6 id,  1.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.0g   6.9g 972400 R  57.4  22.0   0:18.25 python
  72972 eunji     20   0   10.2g 690136 236296 S  33.7   2.1   0:02.82 python
  72735 eunji     20   0   10.2g 689956 236108 S   2.0   2.1   0:02.74 python
  72797 eunji     20   0   10.2g 690092 236248 S   2.0   2.1   0:02.82 python
  72898 eunji     20   0   10.2g 690068 236224 S   1.0   2.1   0:02.80 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  6.8 us,  0.3 sy,  0.0 ni, 92.8 id,  0.1 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 101.0  22.1   0:19.26 python
  72797 eunji     20   0   10.2g 690240 236312 S   3.0   2.1   0:02.85 python
  72898 eunji     20   0   10.2g 690112 236224 S   3.0   2.1   0:02.83 python
  72972 eunji     20   0   10.2g 690284 236360 S   3.0   2.1   0:02.85 python
  72735 eunji     20   0   10.2g 690008 236108 S   2.0   2.1   0:02.76 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  8.3 us,  0.9 sy,  0.0 ni, 90.7 id,  0.1 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 101.0  22.1   0:20.28 python
  72735 eunji     20   0   10.2g 690024 236108 S   4.0   2.1   0:02.80 python
  72797 eunji     20   0   10.2g 690260 236312 S   3.0   2.1   0:02.88 python
  72898 eunji     20   0   10.2g 690124 236224 S   3.0   2.1   0:02.86 python
  72972 eunji     20   0   10.2g 690304 236360 S   3.0   2.1   0:02.88 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  6.8 us,  0.3 sy,  0.0 ni, 92.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 101.0  22.1   0:21.30 python
  72735 eunji     20   0   10.2g 690024 236108 S   4.0   2.1   0:02.84 python
  72797 eunji     20   0   10.2g 690288 236312 S   4.0   2.1   0:02.92 python
  72898 eunji     20   0   10.2g 690248 236288 S   3.0   2.1   0:02.89 python
  72972 eunji     20   0   10.2g 690312 236360 S   3.0   2.1   0:02.91 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  7.2 us,  0.2 sy,  0.0 ni, 92.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 102.0  22.1   0:22.33 python
  72797 eunji     20   0   10.2g 690288 236312 S   5.9   2.1   0:02.98 python
  72972 eunji     20   0   10.2g 690312 236360 S   5.9   2.1   0:02.97 python
  72898 eunji     20   0   10.2g 690248 236288 S   5.0   2.1   0:02.94 python
  72735 eunji     20   0   10.2g 690024 236108 S   3.0   2.1   0:02.87 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  7.2 us,  0.4 sy,  0.0 ni, 92.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 102.0  22.1   0:23.35 python
  72797 eunji     20   0   10.2g 690292 236312 S   6.0   2.1   0:03.04 python
  72898 eunji     20   0   10.2g 690248 236288 S   5.0   2.1   0:02.99 python
  72972 eunji     20   0   10.2g 690316 236360 S   5.0   2.1   0:03.02 python
  72735 eunji     20   0   10.2g 690028 236108 S   3.0   2.1   0:02.90 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  6.9 us,  0.2 sy,  0.0 ni, 92.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 102.0  22.1   0:24.38 python
  72797 eunji     20   0   10.2g 690292 236312 S   4.0   2.1   0:03.08 python
  72898 eunji     20   0   10.2g 690256 236288 S   4.0   2.1   0:03.03 python
  72972 eunji     20   0   10.2g 690320 236360 S   4.0   2.1   0:03.06 python
  72735 eunji     20   0   10.2g 690032 236108 S   2.0   2.1   0:02.92 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  9.2 us,  0.6 sy,  0.0 ni, 90.1 id,  0.1 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 100.0  22.1   0:25.39 python
  72735 eunji     20   0   10.2g 690048 236108 S   4.0   2.1   0:02.96 python
  72797 eunji     20   0   10.2g 690308 236312 S   4.0   2.1   0:03.12 python
  72898 eunji     20   0   10.2g 690264 236288 S   4.0   2.1   0:03.07 python
  72972 eunji     20   0   10.2g 690328 236360 S   2.0   2.1   0:03.08 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu: 10.3 us,  0.4 sy,  0.0 ni, 89.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 103.0  22.1   0:26.42 python
  72797 eunji     20   0   10.2g 690308 236312 S   6.0   2.1   0:03.18 python
  72898 eunji     20   0   10.2g 690272 236288 R   4.0   2.1   0:03.11 python
  72972 eunji     20   0   10.2g 690336 236360 S   4.0   2.1   0:03.12 python
  72735 eunji     20   0   10.2g 690048 236108 S   3.0   2.1   0:02.99 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  8.2 us,  0.7 sy,  0.0 ni, 90.6 id,  0.5 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 101.0  22.1   0:27.44 python
  72797 eunji     20   0   10.2g 690308 236312 S   5.9   2.1   0:03.24 python
  72735 eunji     20   0   10.2g 690048 236108 S   4.0   2.1   0:03.03 python
  72898 eunji     20   0   10.2g 690272 236288 S   3.0   2.1   0:03.14 python
  72972 eunji     20   0   10.2g 690336 236360 S   3.0   2.1   0:03.15 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  7.1 us,  0.3 sy,  0.0 ni, 92.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 101.0  22.1   0:28.46 python
  72797 eunji     20   0   10.2g 690308 236312 S   4.0   2.1   0:03.28 python
  72898 eunji     20   0   10.2g 690272 236288 S   4.0   2.1   0:03.18 python
  72972 eunji     20   0   10.2g 690336 236360 S   3.0   2.1   0:03.18 python
  72735 eunji     20   0   10.2g 690048 236108 S   2.0   2.1   0:03.05 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  8.2 us,  0.3 sy,  0.0 ni, 91.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 102.0  22.1   0:29.49 python
  72797 eunji     20   0   10.2g 690308 236312 S   5.9   2.1   0:03.34 python
  72898 eunji     20   0   10.2g 690276 236288 S   4.0   2.1   0:03.22 python
  72735 eunji     20   0   10.2g 690048 236108 S   3.0   2.1   0:03.08 python
  72972 eunji     20   0   10.2g 690336 236360 S   3.0   2.1   0:03.21 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  8.9 us,  0.6 sy,  0.0 ni, 90.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 102.0  22.1   0:30.51 python
  72797 eunji     20   0   10.2g 690312 236312 S   4.0   2.1   0:03.38 python
  72898 eunji     20   0   10.2g 690276 236288 S   4.0   2.1   0:03.26 python
  72735 eunji     20   0   10.2g 690048 236108 S   3.0   2.1   0:03.11 python
  72972 eunji     20   0   10.2g 690336 236360 S   3.0   2.1   0:03.24 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu: 14.9 us,  4.3 sy,  0.0 ni, 80.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R  66.7  22.1   0:30.53 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690048 236108 R   0.0   2.1   0:03.11 python
  72797 eunji     20   0   10.2g 690312 236312 S   0.0   2.1   0:03.38 python
  72898 eunji     20   0   10.2g 690276 236288 S   0.0   2.1   0:03.26 python
  72972 eunji     20   0   10.2g 690336 236360 S   0.0   2.1   0:03.24 python
%Cpu: 14.0 us,  2.0 sy,  0.0 ni, 84.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 100.0  22.1   0:30.58 python
  72797 eunji     20   0   10.2g 690312 236312 S  20.0   2.1   0:03.39 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690048 236108 S   0.0   2.1   0:03.11 python
  72898 eunji     20   0   10.2g 690276 236288 S   0.0   2.1   0:03.26 python
  72972 eunji     20   0   10.2g 690336 236360 S   0.0   2.1   0:03.24 python
%Cpu: 20.4 us,  1.3 sy,  0.0 ni, 78.3 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 114.3  22.1   0:30.66 python
  72898 eunji     20   0   10.2g 690276 236288 S  14.3   2.1   0:03.27 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690048 236108 S   0.0   2.1   0:03.11 python
  72797 eunji     20   0   10.2g 690312 236312 S   0.0   2.1   0:03.39 python
  72972 eunji     20   0   10.2g 690336 236360 S   0.0   2.1   0:03.24 python
%Cpu: 20.9 us,  1.1 sy,  0.0 ni, 78.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 100.0  22.1   0:30.71 python
  72735 eunji     20   0   10.2g 690048 236108 S  40.0   2.1   0:03.13 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72797 eunji     20   0   10.2g 690312 236312 S   0.0   2.1   0:03.39 python
  72898 eunji     20   0   10.2g 690276 236288 S   0.0   2.1   0:03.27 python
  72972 eunji     20   0   10.2g 690336 236360 S   0.0   2.1   0:03.24 python
%Cpu: 13.6 us,  1.1 sy,  0.0 ni, 85.2 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 100.0  22.1   0:30.75 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690048 236108 S   0.0   2.1   0:03.13 python
  72797 eunji     20   0   10.2g 690312 236312 R   0.0   2.1   0:03.39 python
  72898 eunji     20   0   10.2g 690276 236288 S   0.0   2.1   0:03.27 python
  72972 eunji     20   0   10.2g 690336 236360 S   0.0   2.1   0:03.24 python
%Cpu: 12.4 us,  2.1 sy,  0.0 ni, 85.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 100.0  22.1   0:30.80 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690048 236108 S   0.0   2.1   0:03.13 python
  72797 eunji     20   0   10.2g 690312 236312 S   0.0   2.1   0:03.39 python
  72898 eunji     20   0   10.2g 690276 236288 S   0.0   2.1   0:03.27 python
  72972 eunji     20   0   10.2g 690336 236360 S   0.0   2.1   0:03.24 python
%Cpu: 14.0 us,  1.0 sy,  0.0 ni, 85.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 100.0  22.1   0:30.85 python
  72972 eunji     20   0   10.2g 690336 236360 S  20.0   2.1   0:03.25 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690048 236108 S   0.0   2.1   0:03.13 python
  72797 eunji     20   0   10.2g 690312 236312 S   0.0   2.1   0:03.39 python
  72898 eunji     20   0   10.2g 690276 236288 S   0.0   2.1   0:03.27 python
%Cpu: 11.2 us,  0.3 sy,  0.0 ni, 88.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 102.0  22.1   0:31.88 python
  72898 eunji     20   0   10.2g 690276 236288 S   5.0   2.1   0:03.32 python
  72797 eunji     20   0   10.2g 690312 236312 S   4.0   2.1   0:03.43 python
  72972 eunji     20   0   10.2g 690336 236360 S   4.0   2.1   0:03.29 python
  72735 eunji     20   0   10.2g 690048 236108 S   3.0   2.1   0:03.16 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  9.8 us,  0.3 sy,  0.0 ni, 89.7 id,  0.1 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 101.0  22.1   0:32.90 python
  72797 eunji     20   0   10.2g 690312 236312 S   5.0   2.1   0:03.48 python
  72972 eunji     20   0   10.2g 690336 236360 S   4.0   2.1   0:03.33 python
  72735 eunji     20   0   10.2g 690048 236108 S   3.0   2.1   0:03.19 python
  72898 eunji     20   0   10.2g 690276 236288 S   3.0   2.1   0:03.35 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  7.3 us,  0.2 sy,  0.0 ni, 92.5 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 102.0  22.1   0:33.92 python
  72972 eunji     20   0   10.2g 690336 236360 S   6.0   2.1   0:03.39 python
  72735 eunji     20   0   10.2g 690076 236108 S   4.0   2.1   0:03.23 python
  72898 eunji     20   0   10.2g 690276 236288 S   3.0   2.1   0:03.38 python
  72797 eunji     20   0   10.2g 690316 236312 S   2.0   2.1   0:03.50 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu: 11.1 us,  0.6 sy,  0.0 ni, 88.2 id,  0.1 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 101.0  22.1   0:34.94 python
  72972 eunji     20   0   10.2g 690336 236360 S   4.0   2.1   0:03.43 python
  72735 eunji     20   0   10.2g 690076 236108 S   3.0   2.1   0:03.26 python
  72797 eunji     20   0   10.2g 690316 236312 S   3.0   2.1   0:03.53 python
  72898 eunji     20   0   10.2g 690276 236288 S   2.0   2.1   0:03.40 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  8.9 us,  0.4 sy,  0.0 ni, 90.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 102.0  22.1   0:35.97 python
  72797 eunji     20   0   10.2g 690316 236312 S   5.0   2.1   0:03.58 python
  72735 eunji     20   0   10.2g 690076 236108 S   3.0   2.1   0:03.29 python
  72898 eunji     20   0   10.2g 690276 236288 S   3.0   2.1   0:03.43 python
  72972 eunji     20   0   10.2g 690336 236360 S   3.0   2.1   0:03.46 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu:  8.8 us,  0.3 sy,  0.0 ni, 90.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 102.0  22.1   0:36.99 python
  72735 eunji     20   0   10.2g 690076 236108 S   4.0   2.1   0:03.33 python
  72797 eunji     20   0   10.2g 690316 236312 S   3.0   2.1   0:03.61 python
  72898 eunji     20   0   10.2g 690276 236288 S   3.0   2.1   0:03.46 python
  72972 eunji     20   0   10.2g 690336 236360 S   3.0   2.1   0:03.49 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
%Cpu: 11.1 us,  1.2 sy,  0.0 ni, 87.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 100.0  22.1   0:37.03 python
  72898 eunji     20   0   10.2g 690276 236288 S  25.0   2.1   0:03.47 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690076 236108 S   0.0   2.1   0:03.33 python
  72797 eunji     20   0   10.2g 690316 236312 S   0.0   2.1   0:03.61 python
  72972 eunji     20   0   10.2g 690336 236360 S   0.0   2.1   0:03.49 python
%Cpu: 11.9 us,  1.5 sy,  0.0 ni, 86.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 114.3  22.1   0:37.11 python
  72735 eunji     20   0   10.2g 690076 236108 S  14.3   2.1   0:03.34 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72797 eunji     20   0   10.2g 690316 236312 S   0.0   2.1   0:03.61 python
  72898 eunji     20   0   10.2g 690276 236288 S   0.0   2.1   0:03.47 python
  72972 eunji     20   0   10.2g 690336 236360 S   0.0   2.1   0:03.49 python
%Cpu: 11.4 us,  1.5 sy,  0.0 ni, 87.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R  85.7  22.1   0:37.17 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690076 236108 S   0.0   2.1   0:03.34 python
  72797 eunji     20   0   10.2g 690316 236312 S   0.0   2.1   0:03.61 python
  72898 eunji     20   0   10.2g 690276 236288 R   0.0   2.1   0:03.47 python
  72972 eunji     20   0   10.2g 690336 236360 S   0.0   2.1   0:03.49 python
%Cpu: 14.5 us,  1.3 sy,  0.0 ni, 84.2 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 100.0  22.1   0:37.21 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690076 236108 S   0.0   2.1   0:03.34 python
  72797 eunji     20   0   10.2g 690316 236312 S   0.0   2.1   0:03.61 python
  72898 eunji     20   0   10.2g 690276 236288 S   0.0   2.1   0:03.47 python
  72972 eunji     20   0   10.2g 690336 236360 S   0.0   2.1   0:03.49 python
%Cpu: 12.0 us,  0.9 sy,  0.0 ni, 87.0 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R 120.0  22.1   0:37.27 python
  72972 eunji     20   0   10.2g 690336 236360 S  20.0   2.1   0:03.50 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690664 236696 S   0.0   2.1   0:03.34 python
  72797 eunji     20   0   10.2g 690316 236312 S   0.0   2.1   0:03.61 python
  72898 eunji     20   0   10.2g 690276 236288 S   0.0   2.1   0:03.47 python
%Cpu: 13.0 us,  1.1 sy,  0.0 ni, 85.9 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st 
  72350 eunji     20   0   19.8g   6.9g 983972 R  80.0  22.1   0:37.31 python
  72797 eunji     20   0   10.2g 690316 236312 S  20.0   2.1   0:03.62 python
  72734 eunji     20   0   14064  11232   5704 S   0.0   0.0   0:00.10 python
  72735 eunji     20   0   10.2g 690076 236108 S   0.0   2.1   0:03.34 python
